person,personLabel,date,year,date_precision,date_certainty,date_label,date_level,date_string,date_propLabel,prop_valueLabel,qual_date_prop,date_prop,prop_value,prop_label,month,day,m,nice_date,category,date_text,s
Q1010,Mabel Geraldine Woodruffe Peacock,1897-03-22T00:00:00Z,1897,ymd,NA,point in time,qual,1897-03-22,corresponded with,The Folklore Society,P1,P73,Q292,corresponded with,3,81,March,22 March 1897,other,1897-03-22,Q1010-806c1d33-419c-db4b-e969-950daf49b2db
Q815,Anne Walbank Buckland,1897-04-01T00:00:00Z,1897,ym,NA,point in time,qual,1897-04-00,work(s) published in,The Antiquary,P1,P101,Q653,work(s) published in,4,91,April,April 1897,other,1897-04-01,Q815-776ccfb1-4ded-919c-2d47-8509f6d94bac
Q2202,Gertrude Charlotte Elizabeth Down,1897-04-02T00:00:00Z,1897,ymd,NA,point in time,qual,1897-04-02,election to RAI proposed by,Arthur Henry Lyell,P1,P7,Q209,election to RAI proposed by,4,92,April,2 April 1897,other,1897-04-02,Q2202-7ae733cc-4890-eb15-27c9-5aa2fcca0e1d
Q911,Jane Ellen Harrison,1897-04-12T00:00:00Z,1897,ymd,NA,point in time,qual,1897-04-12,spoke at,meeting,P1,P23,Q31,spoke at,4,102,April,12 April 1897,other,1897-04-12,Q911-a5e7c8b7-48d4-24b1-914a-2f72b3bb35be
Q606,Margaret Stokes,1897-04-12T00:00:00Z,1897,ymd,NA,point in time,qual,1897-04-12,spoke at,meeting,P1,P23,Q31,spoke at,4,102,April,12 April 1897,other,1897-04-12,Q606-0fc5ac31-4ae4-6aed-c43d-7d4a8c083914
Q2683,Katherine Ann Raleigh,1897-04-27T00:00:00Z,1897,ymd,NA,start time,qual,1897-04-27,held position,Lecturer (freelance),P27,P17,Q701,held position,4,117,April,27 April 1897,work,1897-04-27,Q2683-d0c06b7d-4ee8-f93a-dad1-324fd2987fce
Q1153,Florence Peacock,1897-05-01T00:00:00Z,1897,ym,NA,point in time,qual,1897-05-00,work(s) published in,The Antiquary,P1,P101,Q653,work(s) published in,5,121,May,May 1897,other,1897-05-01,Q1153-1c274081-4df5-06b7-5612-0c2155b707d9
Q1020,Emmeline Mary Plunket,1897-05-04T00:00:00Z,1897,ymd,NA,point in time,qual,1897-05-04,spoke at,meeting,P1,P23,Q31,spoke at,5,124,May,4 May 1897,other,1897-05-04,Q1020-f219aecb-4594-410f-ee66-d0420c71029d
Q735,Mary Bateson,1897-05-14T00:00:00Z,1897,ymd,NA,point in time,qual,1897-05-14,proposed election to RHS signed by (personal),James Gairdner,P1,P155,Q3618,proposed election to RHS signed by (personal),5,134,May,14 May 1897,other,1897-05-14,Q735-2bde81ec-483f-3e66-012c-b9ba80824030
Q849,Charlotte Louisa Hawkins Dempster,1897-05-18T00:00:00Z,1897,ymd,NA,point in time,qual,1897-05-18,exhibited at,meeting,P1,P13,Q31,exhibited at,5,138,May,18 May 1897,other,1897-05-18,Q849-ed965ae7-4eff-6e6f-bb2a-998c4cd1303c
Q849,Charlotte Louisa Hawkins Dempster,1897-05-18T00:00:00Z,1897,ymd,NA,point in time,qual,1897-05-18,spoke at,meeting,P1,P23,Q31,spoke at,5,138,May,18 May 1897,other,1897-05-18,Q849-038ab1d2-49ab-7bbf-42d2-8d9bb56a3dce
Q1074,Margaret Maria Verney,1897-05-20T00:00:00Z,1897,ymd,NA,start time,qual,1897-05-20,was fellow of,Royal Historical Society,P27,P75,Q432,was fellow of,5,140,May,20 May 1897,other,1897-05-20,Q1074-21fd2a08-4e59-7a2a-cefb-e1ca018fb732
Q735,Mary Bateson,1897-05-20T00:00:00Z,1897,ymd,NA,start time,qual,1897-05-20,was fellow of,Royal Historical Society,P27,P75,Q432,was fellow of,5,140,May,20 May 1897,other,1897-05-20,Q735-ddd1f87b-4875-fdef-ce44-101da7eb2b48
Q2178,Sigríður Magnusson,1897-05-21T00:00:00Z,1897,ymd,NA,point in time,qual,1897-05-21,spoke at,Berkeley Lyceum,P1,P23,Q3896,spoke at,5,141,May,21 May 1897,other,1897-05-21,Q2178-7dc3da06-4805-9eac-cbdb-d8104b2c6905
Q1074,Margaret Maria Verney,1897-06-10T00:00:00Z,1897,ymd,NA,point in time,qual,1897-06-10,spoke at,meeting,P1,P23,Q31,spoke at,6,161,June,10 June 1897,other,1897-06-10,Q1074-7b8df572-498a-675d-c441-7eba340fb280
Q1307,Elizabeth Hetherington,1897-07-01T00:00:00Z,1897,ym,NA,point in time,qual,1897-07-00,exhibited at,International Library Conference,P1,P13,Q3408,exhibited at,7,182,July,July 1897,other,1897-07-01,Q1307-737e536a-4f2f-db79-3335-9296cceec429
Q874,Frances Rose-Troup,1897-07-01T00:00:00Z,1897,ym,NA,point in time,qual,1897-07-00,spoke at,Annual Meeting,P1,P23,Q682,spoke at,7,182,July,July 1897,other,1897-07-01,Q874-e989bbb5-44c6-2081-73ad-ccd611ad87f6
Q1307,Elizabeth Hetherington,1897-07-01T00:00:00Z,1897,ym,NA,point in time,qual,1897-07-00,was member of,International Library Conference,P1,P67,Q3408,was member of,7,182,July,July 1897,other,1897-07-01,Q1307-0a676e90-46b7-b05c-25bd-557bc8f064a3
Q3628,Katherine Routledge,1897-07-01T00:00:00Z,1897,ym,NA,point in time,qual,1897-07-00,work(s) published in,University Extension Journal,P1,P101,Q4365,work(s) published in,7,182,July,July 1897,other,1897-07-01,Q3628-e954146e-4104-c497-c53f-278f356e6ba2
Q495,Mary Louisa Armitt,1897-08-01T00:00:00Z,1897,ym,NA,point in time,qual,1897-08-00,spoke at,meeting,P1,P23,Q31,spoke at,8,213,August,August 1897,other,1897-08-01,Q495-7922c5de-43ef-a162-93f6-d6bb26c6f032
Q1153,Florence Peacock,1897-08-01T00:00:00Z,1897,ym,NA,point in time,qual,1897-08-00,work(s) published in,The Antiquary,P1,P101,Q653,work(s) published in,8,213,August,August 1897,other,1897-08-01,Q1153-1c274081-4df5-06b7-5612-0c2155b707d9
Q747,Ada Goodrich-Freer,1897-08-01T00:00:00Z,1897,ym,NA,point in time,qual,1897-08-00,work(s) published in,The Nineteenth Century,P1,P101,Q1953,work(s) published in,8,213,August,August 1897,other,1897-08-01,Q747-0b1842b6-48a6-c65f-8c23-4b28a720efed
Q488,Emily Winifred Allen,1897-08-19T00:00:00Z,1897,ymd,NA,point in time,qual,1897-08-19,spoke at,Annual Meeting,P1,P23,Q682,spoke at,8,231,August,19 August 1897,other,1897-08-19,Q488-0888c3c1-49e6-3286-e501-d26c7b24b9de
Q847,Mary Louisa Dawson,1897-08-20T00:00:00Z,1897,ymd,NA,point in time,qual,1897-08-20,spoke at,Annual Meeting,P1,P23,Q682,spoke at,8,232,August,20 August 1897,other,1897-08-20,Q847-afd52b05-40fa-ffc4-4d95-73f5c20c5461
Q1153,Florence Peacock,1897-09-01T00:00:00Z,1897,ym,NA,point in time,qual,1897-09-00,work(s) published in,The Antiquary,P1,P101,Q653,work(s) published in,9,244,September,September 1897,other,1897-09-01,Q1153-1c274081-4df5-06b7-5612-0c2155b707d9
Q904,Alice Grenfell,1897-10-01T00:00:00Z,1897,ym,NA,point in time,qual,1897-10-00,work(s) published in,Shafts,P1,P101,Q2443,work(s) published in,10,274,October,October 1897,other,1897-10-01,Q904-0020b553-4242-f558-681b-9d1078d2f266
Q815,Anne Walbank Buckland,1897-10-01T00:00:00Z,1897,ym,NA,point in time,qual,1897-10-00,work(s) published in,The Antiquary,P1,P101,Q653,work(s) published in,10,274,October,October 1897,other,1897-10-01,Q815-776ccfb1-4ded-919c-2d47-8509f6d94bac
Q3628,Katherine Routledge,1897-10-04T00:00:00Z,1897,ymd,NA,start time,qual,1897-10-04,held position,Lecturer (Extension),P27,P17,Q3021,held position,10,277,October,4 October 1897,work,1897-10-04,Q3628-78990881-45df-55e1-e1bf-44430aa22bf0
Q3628,Katherine Routledge,1897-10-11T00:00:00Z,1897,ymd,NA,start time,qual,1897-10-11,held position,Lecturer (Extension),P27,P17,Q3021,held position,10,284,October,11 October 1897,work,1897-10-11,Q3628-96df69ba-4c9f-e69a-65dc-05ccb6873fb2
Q812,Mary Brodrick,1897-10-21T00:00:00Z,1897,ymd,NA,point in time,qual,1897-10-21,spoke at,Girls High School,P1,P23,Q4069,spoke at,10,294,October,21 October 1897,other,1897-10-21,Q812-003045f4-487b-0795-b17c-59b12bb7ee8b
Q3628,Katherine Routledge,1897-10-22T00:00:00Z,1897,ymd,NA,start time,qual,1897-10-22,held position,Lecturer (Extension),P27,P17,Q3021,held position,10,295,October,22 October 1897,work,1897-10-22,Q3628-2b916e4c-45ff-9079-c3fa-621b335e5832
Q1153,Florence Peacock,1897-11-01T00:00:00Z,1897,ym,NA,point in time,qual,1897-11-00,work(s) published in,The Antiquary,P1,P101,Q653,work(s) published in,11,305,November,November 1897,other,1897-11-01,Q1153-1c274081-4df5-06b7-5612-0c2155b707d9
Q941,Mary Henrietta Kingsley,1897-11-09T00:00:00Z,1897,ymd,NA,point in time,qual,1897-11-09,spoke at,meeting,P1,P23,Q31,spoke at,11,313,November,9 November 1897,other,1897-11-09,Q941-85a125d4-4581-9539-399e-cea576028d6d
Q941,Mary Henrietta Kingsley,1897-11-11T00:00:00Z,1897,ymd,NA,point in time,qual,1897-11-11,spoke at,meeting,P1,P23,Q31,spoke at,11,315,November,11 November 1897,other,1897-11-11,Q941-be2becbb-41da-be97-7998-ba4121c88471
Q941,Mary Henrietta Kingsley,1897-11-15T00:00:00Z,1897,ymd,NA,point in time,qual,1897-11-15,spoke at,meeting,P1,P23,Q31,spoke at,11,319,November,15 November 1897,other,1897-11-15,Q941-15988214-4f4e-bb50-4d49-6556ea597b3b
Q941,Mary Henrietta Kingsley,1897-11-16T00:00:00Z,1897,ymd,NA,point in time,qual,1897-11-16,spoke at,meeting,P1,P23,Q31,spoke at,11,320,November,16 November 1897,other,1897-11-16,Q941-33dedf6a-4bc3-63d2-04ed-e57394b2a433
Q1154,Jane Morris,1897-11-25T00:00:00Z,1897,ymd,NA,point in time,qual,1897-11-25,donor to,Society of Antiquaries of London,P1,P111,Q8,donor to,11,329,November,25 November 1897,other,1897-11-25,Q1154-9dbbe654-4b64-3e6f-366f-725fc27c0a90
Q747,Ada Goodrich-Freer,1897-11-26T00:00:00Z,1897,ymd,NA,point in time,qual,1897-11-26,spoke at,meeting,P1,P23,Q31,spoke at,11,330,November,26 November 1897,other,1897-11-26,Q747-c8a8dc16-4266-9954-f1f5-9ba631be6dc7
Q508,Rosa Wallis,1897-11-28T00:00:00Z,1897,ymd,NA,point in time,qual,1897-11-28,corresponded with,Society of Antiquaries of London,P1,P73,Q8,corresponded with,11,332,November,28 November 1897,other,1897-11-28,Q508-22a93c44-4a3d-635c-bb0e-4f475f807fc2
Q1053,Charlotte Carmichael Stopes,1897-12-01T00:00:00Z,1897,ymd,NA,point in time,qual,1897-12-01,spoke at,meeting,P1,P23,Q31,spoke at,12,335,December,1 December 1897,other,1897-12-01,Q1053-a60fa966-4dbc-4695-71df-1e1e93044529
Q1153,Florence Peacock,1897-12-01T00:00:00Z,1897,ym,NA,point in time,qual,1897-12-00,work(s) published in,The Antiquary,P1,P101,Q653,work(s) published in,12,335,December,December 1897,other,1897-12-01,Q1153-1c274081-4df5-06b7-5612-0c2155b707d9
Q208,Miss E. Thomas,1897-12-03T00:00:00Z,1897,ymd,NA,point in time,qual,1897-12-03,election to RAI proposed by,Arthur Henry Lyell,P1,P7,Q209,election to RAI proposed by,12,337,December,3 December 1897,other,1897-12-03,Q208-333ca6e0-4a54-df99-3621-0b5ea4df28cc
Q1573,Mary Alithea Way,1897-12-10T00:00:00Z,1897,ymd,NA,point in time,qual,1897-12-10,corresponded with,Society of Antiquaries of London,P1,P73,Q8,corresponded with,12,344,December,10 December 1897,other,1897-12-10,Q1573-fd4cd659-4916-df92-3084-2aac5c9c2ba2
Q3628,Katherine Routledge,1897-12-13T00:00:00Z,1897,ymd,NA,end time,qual,1897-12-13,held position,Lecturer (Extension),P28,P17,Q3021,held position,12,347,December,13 December 1897,work,1897-12-13,Q3628-78990881-45df-55e1-e1bf-44430aa22bf0
Q3628,Katherine Routledge,1897-12-20T00:00:00Z,1897,ymd,NA,end time,qual,1897-12-20,held position,Lecturer (Extension),P28,P17,Q3021,held position,12,354,December,20 December 1897,work,1897-12-20,Q3628-96df69ba-4c9f-e69a-65dc-05ccb6873fb2
Q1640,Dorothy Greene,1898-01-01T00:00:00Z,1898,y,NA,point in time,main,1898-00-00,date of birth,NA,NA,P26,NA,date of birth,1,1,January,1898,birth,1898-01-01,Q1640-d492c6e0-42c1-06d6-f855-fdd32f5fa6e1
Q1384,Elizabeth Branson,1898-01-01T00:00:00Z,1898,y,NA,point in time,main,1898-00-00,date of death,NA,NA,P15,NA,date of death,1,1,January,1898,death,1898-01-01,Q1384-83b51ac7-4ee9-55e2-b62b-b0ad2ace0c61
Q990,Henriqueta Monteiro,1898-01-01T00:00:00Z,1898,y,NA,point in time,main,1898-00-00,date of death,NA,NA,P15,NA,date of death,1,1,January,1898,death,1898-01-01,Q990-30aa1e06-47ba-8fd9-1711-8d96711e7fd6
Q4091,Marianne Brocklehurst,1898-01-01T00:00:00Z,1898,y,NA,point in time,main,1898-00-00,date of death,NA,NA,P15,NA,date of death,1,1,January,1898,death,1898-01-01,Q4091-a447c8a9-4990-3432-0279-27118b50d466
Q1029,Rachel Robertson Reid,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,academic degree,Diploma in Pedagogy,P1,P59,Q3290,academic degree,1,1,January,1898,education,1898-01-01,Q1029-90543e74-47db-73cb-02ce-e09d1665fb79
Q2675,Dora Emily Limebeer,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,academic degree,master's degree,P1,P59,Q359,academic degree,1,1,January,1898,education,1898-01-01,Q2675-12fc00a2-42ac-aaf9-bb5e-19e53de9d054
Q212,Gwendolen Crewdson,1898-01-01T00:00:00Z,1898,y,NA,end time,qual,1898-00-00,educated at,Girton College,P28,P94,Q600,educated at,1,1,January,1898,education,1898-01-01,Q212-905da199-468c-ef4f-9cf2-ab39aa2d89c9
Q901,Dorothy Gardiner,1898-01-01T00:00:00Z,1898,y,NA,end time,qual,1898-00-00,educated at,Lady Margaret Hall,P28,P94,Q585,educated at,1,1,January,1898,education,1898-01-01,Q901-bbbd925b-49a9-83aa-5f05-c1e253a32d81
Q803,Evelyn Mary Jamison,1898-01-01T00:00:00Z,1898,y,NA,start time,qual,1898-00-00,educated at,Lady Margaret Hall,P27,P94,Q585,educated at,1,1,January,1898,education,1898-01-01,Q803-dd03aaa6-4234-aa6d-89f8-87c3f1ae47b9
Q57,Rose Graham,1898-01-01T00:00:00Z,1898,y,NA,end time,qual,1898-00-00,educated at,Somerville College,P28,P94,Q382,educated at,1,1,January,1898,education,1898-01-01,Q57-89122781-4bbe-b162-251b-2459946d95e5
Q2244,Dora Patience Peers,1898-01-01T00:00:00Z,1898,y,NA,start time,qual,1898-00-00,educated at,University College London,P27,P94,Q542,educated at,1,1,January,1898,education,1898-01-01,Q2244-50b18883-41a9-3811-a8a5-e687fe966c6b
Q130,Gertrude Bell,1898-01-01T00:00:00Z,1898,y,NA,start time,qual,1898-00-00,educated at,University College London,P27,P94,Q542,educated at,1,1,January,1898,education,1898-01-01,Q130-a12df8cc-45c0-36e6-5b35-79b7839c4dd3
Q1028,Margaret Ramsay,1898-01-01T00:00:00Z,1898,y,NA,start time,qual,1898-00-00,educated at,University of Aberdeen,P27,P94,Q1359,educated at,1,1,January,1898,education,1898-01-01,Q1028-231a6b8a-4789-fe41-5552-dc30f56c07c0
Q1153,Florence Peacock,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,acknowledged for role,supplying visual material(s),P1,P144,Q3070,acknowledged for role,1,1,January,1898,other,1898-01-01,Q1153-9636dce6-4630-9f93-a097-889af38f9e8f
Q941,Mary Henrietta Kingsley,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,attended,Women-Writers Dinner,P1,P24,Q4350,attended,1,1,January,1898,other,1898-01-01,Q941-ef8ed8e4-472f-4273-2c39-9e7b43a0526c
Q893,Gertrude Mary Godden,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,corresponded with,The Folklore Society,P1,P73,Q292,corresponded with,1,1,January,1898,other,1898-01-01,Q893-f3481a80-49e7-d229-5917-d364653db14c
Q811,Lucy Etheldred Broadwood,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,corresponded with,The Folklore Society,P1,P73,Q292,corresponded with,1,1,January,1898,other,1898-01-01,Q811-d8c36de2-4bb6-edd3-e26d-0f9a6332d492
Q1010,Mabel Geraldine Woodruffe Peacock,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,corresponded with,The Folklore Society,P1,P73,Q292,corresponded with,1,1,January,1898,other,1898-01-01,Q1010-8df013c2-413d-27e8-4452-2ce03f8147ea
Q1010,Mabel Geraldine Woodruffe Peacock,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,corresponded with,The Folklore Society,P1,P73,Q292,corresponded with,1,1,January,1898,other,1898-01-01,Q1010-ddda70de-4e14-3f6e-f0f3-2594cdeb7a4f
Q974,Christian Maclagan,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,donor to,British Library,P1,P111,Q1139,donor to,1,1,January,1898,other,1898-01-01,Q974-45c24c5f-4e0e-1bfb-cde3-9e0f6749226d
Q503,Mary Ellen Bagnall-Oakeley,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,donor to,Society of Antiquaries of Newcastle upon Tyne,P1,P111,Q978,donor to,1,1,January,1898,other,1898-01-01,Q503-b0c8c639-44c4-d366-ae97-f1e343de6a5b
Q489,Emily Jane Andrews,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,exhibited at,Royal Academy Summer Exhibition,P1,P13,Q510,exhibited at,1,1,January,1898,other,1898-01-01,Q489-88b744b9-4af8-a111-737a-302c014c01ec
Q970,Jessie MacGregor,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,exhibited at,Royal Academy Summer Exhibition,P1,P13,Q510,exhibited at,1,1,January,1898,other,1898-01-01,Q970-2e2fe985-4084-49e1-38c7-4556df832d99
Q988,Elizabeth Harcourt Mitchell,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,exhibited at,Society of Lady Artists Exhibition,P1,P13,Q1918,exhibited at,1,1,January,1898,other,1898-01-01,Q988-d74b22d5-47ec-baea-1197-8a82264047ff
Q392,Gwenllian Elizabeth Fanny Morgan,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,fundraiser for,goal,P1,P106,Q681,fundraiser for,1,1,January,1898,other,1898-01-01,Q392-eb7f49a8-4ad8-330e-4af4-c9112be46796
Q507,Margaret Sefton-Jones,1898-01-01T00:00:00Z,1898,y,NA,edtf,main,1898-00-00,had child in,NA,NA,P131,NA,had child in,1,1,January,1898,other,1898-01-01,Q507-b4a1b54b-4cb1-493c-a3ab-3c47605eb10a
Q1149,Mabel Morrison,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,loaner to,exhibition,P1,P87,Q756,loaner to,1,1,January,1898,other,1898-01-01,Q1149-7d5b158e-4f4c-9236-6c9c-3cad0ed53255
Q729,Mary Baillie-Hamilton,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,loaner to,exhibition,P1,P87,Q756,loaner to,1,1,January,1898,other,1898-01-01,Q729-b2e80d39-44f2-3db1-9b29-ced4f24be0c2
Q970,Jessie MacGregor,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,recorded in,The Year's Art,P1,P76,Q512,recorded in,1,1,January,1898,other,1898-01-01,Q970-9c7c3b32-46cb-4cd0-fbaa-e6739fb40515
Q508,Rosa Wallis,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,recorded in,The Year's Art,P1,P76,Q512,recorded in,1,1,January,1898,other,1898-01-01,Q508-96d76047-4ba0-6c19-7889-4ec2a8ebacf2
Q1016,Ada Janet Peggs,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,resided at,Australia,P1,P29,Q1951,resided at,1,1,January,1898,other,1898-01-01,Q1016-f4431626-4d1c-8a7d-c596-663814f00756
Q203,Emma Matilda Span,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,resided at,Barnet,P1,P29,Q1888,resided at,1,1,January,1898,other,1898-01-01,Q203-2c358a01-4c48-b43f-7a26-e83a94174fb3
Q462,Edith Blake,1898-01-01T00:00:00Z,1898,y,NA,start time,qual,1898-00-00,resided at,British Hong Kong,P27,P29,Q1984,resided at,1,1,January,1898,other,1898-01-01,Q462-5e927b40-4ccc-5d1e-c423-bba5af85528d
Q847,Mary Louisa Dawson,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,resided at,Burnsall,P1,P29,Q1474,resided at,1,1,January,1898,other,1898-01-01,Q847-7df188dc-40ed-da06-91ac-36f1ea7ee632
Q872,Alice Edleston,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,resided at,Cambridge,P1,P29,Q2,resided at,1,1,January,1898,other,1898-01-01,Q872-d5bb9285-4890-86bc-2908-694364f311b2
Q212,Gwendolen Crewdson,1898-01-01T00:00:00Z,1898,y,NA,end time,qual,1898-00-00,resided at,Cambridge,P28,P29,Q2,resided at,1,1,January,1898,other,1898-01-01,Q212-8b5394e7-4417-9cec-51a0-22682ad1b1b4
Q735,Mary Bateson,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,resided at,Cambridge,P1,P29,Q2,resided at,1,1,January,1898,other,1898-01-01,Q735-e99153e3-409b-c03a-eea6-391fd132bd0b
Q734,Marie Clothilde Balfour,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,resided at,France,P1,P29,Q733,resided at,1,1,January,1898,other,1898-01-01,Q734-0d197cb7-461c-ee9f-f5cb-ac26cc86944b
Q847,Mary Louisa Dawson,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,resided at,Hay,P1,P29,Q1475,resided at,1,1,January,1898,other,1898-01-01,Q847-972f4251-47e0-ecaa-a6e6-63b89cccc58a
Q2207,Margaret Corser,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,resided at,Ingatestone,P1,P29,Q2209,resided at,1,1,January,1898,other,1898-01-01,Q2207-1f08ea81-4c4c-0cfd-e9fc-b9a5b56c192b
Q489,Emily Jane Andrews,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,resided at,London NW,P1,P29,Q2038,resided at,1,1,January,1898,other,1898-01-01,Q489-e17f9262-4258-aed3-07af-2c28a5a2ebed
Q970,Jessie MacGregor,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,resided at,London NW,P1,P29,Q2038,resided at,1,1,January,1898,other,1898-01-01,Q970-e90f41a0-4b04-80a8-4fc6-f2c32d0705d6
Q2872,Julia Katharine Wickes,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,resided at,London NW,P1,P29,Q2038,resided at,1,1,January,1898,other,1898-01-01,Q2872-215eaa5c-454e-d8f3-1662-adf6b455dcc8
Q508,Rosa Wallis,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,resided at,London SW,P1,P29,Q2040,resided at,1,1,January,1898,other,1898-01-01,Q508-c86bf579-4513-bbf5-b9c3-01cc396bcf54
Q747,Ada Goodrich-Freer,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,resided at,London W,P1,P29,Q2041,resided at,1,1,January,1898,other,1898-01-01,Q747-786926ee-4b6b-0f26-1999-f890fb69d50a
Q1056,Blanche Arthur Georgina Swinton,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,resided at,London W,P1,P29,Q2041,resided at,1,1,January,1898,other,1898-01-01,Q1056-c04067f7-48bb-a073-3d87-c2e5cf49783e
Q826,Ethel Mary Charles,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,resided at,London W,P1,P29,Q2041,resided at,1,1,January,1898,other,1898-01-01,Q826-960b3f18-43d6-e579-e272-b18db143493e
Q640,Margaret Catherine Ffennell,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,resided at,London W,P1,P29,Q2041,resided at,1,1,January,1898,other,1898-01-01,Q640-eafe7726-4c7e-1bd4-093b-73eb64d170a5
Q911,Jane Ellen Harrison,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,resided at,London WC,P1,P29,Q2042,resided at,1,1,January,1898,other,1898-01-01,Q911-e735db9e-4805-ff18-fbf5-7c416b8e80b9
Q454,Emily Marion Grafton,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,resided at,Morecombe,P1,P29,Q1397,resided at,1,1,January,1898,other,1898-01-01,Q454-020484c4-47e4-104b-4bfd-6484f84e784c
Q1035,Julia Anne Elizabeth Roundell,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,resided at,Nantwich,P1,P29,Q2053,resided at,1,1,January,1898,other,1898-01-01,Q1035-de94a811-4cc7-8ce7-696a-fa9c10c6147f
Q2190,Georgia Louise Leonard,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,resided at,Northwest Washington,P1,P29,Q2803,resided at,1,1,January,1898,other,1898-01-01,Q2190-d7f6c3b2-4594-6920-ff83-eb3fe6bdc511
Q1081,Agnes Grace Weld,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,resided at,Oxford,P1,P29,Q82,resided at,1,1,January,1898,other,1898-01-01,Q1081-ee6d8c25-4b05-54ce-5f0f-7c7fe8b09713
Q2537,Frederica Fanny Gill,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,resided at,West Molesey,P1,P29,Q2538,resided at,1,1,January,1898,other,1898-01-01,Q2537-af696113-4ff0-5814-f6a9-ca74b59c571c
Q881,Mildred Berkeley,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,resided at,Worcester,P1,P29,Q525,resided at,1,1,January,1898,other,1898-01-01,Q881-dd35017b-4857-fdcf-51b0-4f51096b4f26
Q874,Frances Rose-Troup,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,served on,Council,P1,P102,Q293,served on,1,1,January,1898,other,1898-01-01,Q874-87ce36f1-4ec3-d1aa-18c5-290e74ce9ef8
Q911,Jane Ellen Harrison,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,served on,Council,P1,P102,Q293,served on,1,1,January,1898,other,1898-01-01,Q911-7936395e-4e39-4724-c1a5-956a06420bbb
Q747,Ada Goodrich-Freer,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,spoke at,Annual Meeting,P1,P23,Q682,spoke at,1,1,January,1898,other,1898-01-01,Q747-748d39dc-4499-e6bf-bf24-f4f4545f0aec
Q997,Harriet Georgiana Maria Murray-Aynsley,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,spoke at,Annual Meeting,P1,P23,Q682,spoke at,1,1,January,1898,other,1898-01-01,Q997-ca1113d5-4022-a0cf-2936-706d9d44f859
Q941,Mary Henrietta Kingsley,1898-01-01T00:00:00Z,1898,y,NA,point in time,qual,1898-00-00,spoke at,Annual Meeting,P1,P23,Q682,spoke at,1,1,January,1898,other,1898-01-01,Q941-38aeff27-44bf-7984-1739-4523594c68ab
